comment,label
"màu sắc:đen đúng với mô tả:đúng chất liệu:thun chất liệu áo vải đẹp , nhưng shop sai size áo , mình cũng k vội đánh giá có nhắn shop để giải quyết hỗ trợ đổi size . nhưng cskh chưa được tốt lắm . shop giao sai size mk đã đặt nhưng lại bảo mk hoàn hàng về với lý do k còn nhu cầu mua nữa ( lỗi của kh ) , mk nói muốn đổi size thì lại bảo hết size m rồi",""
"áo thun co giãn tốt đẹp nhưng mô tả sai cotton chỉ 95% nhưng mô tả lại là 100 nên cho 3 sao !",""
"đúng với mô tả:dung chất liệu:mát màu sắc:trắng nhận áo có vệt đen, khi bóc hàng thấy mác bị bóc rồi. nhưng chắc là hàng đổi trả nhân viên đóng hàng ko đc kĩ, hay mua hàng ở torano lần đầu thấy hàng đến hơi ẩu. hay do mình săn hàng giảm giá",""
"chất áo khá là tốt, nhưng áo lại không phải là máu trắng tinh mà hơi ngả sang chút màu vàng, cái này thật ko hài lòng",""
"sờ vải cũng mềm mà giặt nó dãn quá lun mấy chị ơi",""
"đúng với mô tả:ko màu sắc:xanh đầu tiên là khi mình mở ra thì cảm thấy cũng ok cần lên thì tưởng chất liệu mát nhưng khi đưa bố mình mặc thử thì bố mình bảo áo khá nóng và mặc vào có những sợi lông nhỏ nên khó chịu. nên mình cảm thấy buồn vì ko tặng đc mẫu ưng ý cho bố. vì vội quá ko bảo bố thử giờ nhận rồi nên đành chịu…",""
"được cái chính sách đổi trả tốt, chứ dễ nhàu lắm, giặt dc 1 2 lần nhàu như giẻ lau",""
"màu ở ngoài tối hơn trên ảnh, mình đặt nâu đậm mà nhận được áo gần như là màu đen",""
"form áo rộng hơn so vs sp khác mã trong khi 2 mã ghi kích thước áo là như nhau.chất vải, màu vải đẹp",""
"đều là torano nhưng mua trực tiếp tại cửa hàng thì vải dày với mịn hơn so với mua online.",""
"kiểu dáng thì nhìn chung ổn. chất áo mặc mùa hè này thì nóng, phù hợp với tiết trời chớm thu hơn, chứ ko thấm hút mồ hôi. áo bị dài , mua giá sale nên áo cũng phù hợp với giá tiền",""
"áo chất vải đẹp, nhưng điểm trừ là fom áo quá dài so với những shop khác. kích thước size áo cũng k chuẩn. nói chung shop nên để chiều dài áo ngắn lại thêm chút là đẹp.",""
"chất liệu:mem màu sắc:om đã nhận đc áo cho chồng mình, áo mềm mát rất thích, giá hợp lý, hộp đựng xịn xò, sẽ ủng hộ shop tiếp ạ",""
"chất liệu:ok màu sắc:ok đúng với mô tả:ok áo chất mềm mịn, chất cotton siêu siêu thích luôn. đóng hộp xịn xò. dùng làm quà rất tuyệt",""
"đúng với mô tả:đúng như mô tả chất liệu:cotton màu sắc:ghi đá, trắng xám, than chất vải mát và đẹp lắm ạ, đánh giá shop 5sao luôn, shop giao hàng nhanh đóng gói cẩn thận, tv nhiệt tình còn săn đc sale nữa nên áo dẻ lắm cả nhà ạ",""
"đúng với mô tả:ddungs chất liệu:95%cotton 5%spandex màu sắc:đen áo nhẹ tay, chất nhẹ mỏng. kiểu dáng dễ mặc dễ phối, màu sắc đa dạng. đồ bền mình hơi lăn tăn sợ giặt sẽ nhanh bai dão. để dùng kiểm chứng thêm. mua sale thì chấp nhận được, nguyên giá thì cần cân nhắc thêm",""
"màu sắc:trắng xanh nhạt đúng với mô tả:đúng mô tả chất liệu:cotton,p _ đẹp, form slim fit vừa vặn _ đóng gói sang trọng, giao đúng hẹn.",""
"chất liệu:vải màu sắc:đen, nâu nhạt , xanh đen đúng với mô tả:đúng 100 điểm cho shop nha giao hàng nhanh , hàng như hình quảng cáo gói hàng xịn, lịch sự, đẹp, 3 cái áo co tem nhãn , bảng giá đàng hoàng y như mua ở ngoài shop lần đầu mua của shop này nhưng rất ưng , vải xịn mặc mát ck mình mặc vừa in luôn giá quá rẻ và hợp lý khuyên thật lòng moi người nên mua ủng hộ cho shop nha chúc bạn buôn đắt hàng và ra thêm nhiều sản phẩm hơn nua và giá phải chăng để moi người mua nhiều hơn nua nhe 🥰🥰🥰🥰🥰,",""
"đúng với mô tả:đúng mô tả chất liệu:cottong màu sắc:xanh than shop đóng gói cẩn thận, giao hàng nhanh tư vấn nhiệt tình, chất vải mát mềm mặc thích nhé cả nhà, giá lại hạt dẻ nữa mình săn 7/7 nè. vãn sẽ ủng hộ shop ạ",""
"đúng với mô tả:dung màu sắc:xanh đá áo thun nam torano co dãn thấm hút mồ hôi , sản phẩm ok chất vải mềm mịn 🫰",""
"đúng với mô tả:đúng với mô tả màu sắc:màu trắng chất liệu:thun mát vải rất là ok nha, nên mua cho ox mặc nha mấy bà",""
"đúng với mô tả:đúng màu sắc:đúng áo cũng brand này mình rất ưng ý khi mua, hài lòng về từ việc đóng gói đến chất lượng sản phẩm khi về tay. giá cả còn có thể săn sale nữa",""
"áo đẹp lắm ạ, sờ mịn tay, vải cũng xịn nữa. ưng lắm luôn, không ngờ mua áo giá rẻ mà lại đc áo xịn như này",""
"màu sắc:trắng chất liệu:mặc mát đúng với mô tả:đúng với mô tả sản phẩm mặc mát, giao màu đúng với như lúc đặt; giao size chuẩn. nhân viên chăm sóc khách hàng được. sẽ ủng hộ shop",""
"#cfs7362 cô mơ và gia đình của cổ. không bàn luận tới cách 2 anh em họ thể hiện tình cảm nhưng khi t xem video này thì t không hiểu nó có gì đáng tự hào để cô mơ đem lên kể trên mxh như này nhỉ? lên video kể khoe là gọi bố bằng tên!??? còn vui vẻ bảo là lúc đầu gọi bố là: “ anh kiên” sau rút ngắn gọi thành tên là “kiên”. bố nuôi con theo kiểu muốn con xem bố như bạn bè nên bố cho phép cô mơ gọi là v. ủa 🥹 bố cô là ngành giáo hả các b? tư tưởng mới dạo này tiên tiến quá chừng. hay có thể các bậc phụ huynh xung quanh t “cổ hủ” nên từ khi biết nói bập bẹ t đã được dạy gọi: “ba(bố)/mẹ” hay bất cứ người lớn nào đều phải xưng hô vai vế + kèm tên (nếu muốn). thử gọi người lớn bằng tên không xem? cứ như hồi xưa thì t cứ được răng đe bằng phương pháp thuận tay nào vã tay đấy rồi 🥲 chứ không phải gọi đến quen cả mồm như này đâu! có bạn nói là người ta theo văn hoá nc ngoài gọi bố mẹ bằng tên. ủa rồi cho hỏi nước nào họ gọi bố mẹ bằng tên vậy 🥲? r b có nhớ là bản thân đang sinh sống ở đâu k? có bạn thì bảo là văn hoá riêng của gia đình ngt thích gọi sao thì gọi. - ủa?? thế mắc mớ gì lên video kể khoe với vẻ tự hào vì được phụ huynh cho phép được làm như thế vậy? đâu phải ai cũng kì lạ như gia đình bạn? hình như các b ấy bị nhầm lẫn to lớn về việc nuôi dạy con cái rồi. bố mẹ là bố mẹ không phải là bạn bè. họ có thể trở thành nhiều “vai” khác nhau để đồng hành cùng bạn. lúc sẽ là thầy cô giáo dạy bạn đọc viết chữ. đôi lúc họ sẽ là những người bác sĩ giỏi nhất để ân cần, chăm sóc bạn khi bạn ốm. hoặc trở thành 1 người bạn tốt để khi có tâm sự cần sẻ chia hay lúc vui chơi. nhưng dù cho vậy họ vẫn là bố mẹ - người lớn tuổi hơn bạn, sinh và nuôi lớn bạn nên bạn không thể mất tôn ti trật tự như vây! đến người nước ngoài họ cũng chả gọi bố mẹ bằng tên đâu 🙂. thưa mấy người bênh mù quáng. ảnh kèm cfs:",""
"chất vải ok, giá tiền hợp lý. mình mua bị rộng muốn đổi lại shop tư vấn đổi trả nhiệt tình. sau sẽ quay lại mua ạ.",""
"màu sắc:dep chất liệu:cotton áo chất liệu re va đẹp đóng gói cẩn thận có hộp xịn xó đáng để mua sẽ ủng hộ shop dài dài",""
"xem review trên youtube thấy màu #23 nucadamia là màu mlbb hợp với mặt mộc nên mua thử xem sao. màu quá là xinh luôn và tự nhiên luôn. must try nha mọi người. mua ở mall nên giá cao hơn mấy chỗ khác mà đảm bảo hàng real nên cũng xứng đáng. giao hàng quá nhanh luôn. duyệt.",""
"độ bền màu:2 tiếng tui nchuyen thì nó phai ra lớp tint hồng hồng công dụng:tạo cảm giác ưa nhìn hơn mua lần 2 rồi nhe cạ nhà i love itttt🥰🥵😾🤌🏻🧋😔💦😭🛐",""
"độ bền màu:2/5 công dụng:chang đỉm giao hàng nhanh, đóng gói đơn giản giảm thiểu giấy bóng mà vẫn đảm bảo hàng ko bị ảnh hưởng. riêng về son, thơm mùi trái cây, ko quá dính, môi như kiểu vừa dưỡng vừa có màu, màu lên môi mình thành hồng đất nhưng mà nhẹ nhàng xinh xỉu. hình trên là chụp trong chỗ thiếu sáng và ánh sáng nhiều. hình cuối là lúc ăn uống xong lớp màu còn lại trên môi. sẽ dễ trôi và mất lớp bóng nha.",""
"độ bền màu:ổn son tạm được, nhubge mà hơi thiên về màu cánh sen ạ chắc là tùy sắc môi của m.n thôi, nếu mua lại mình sẽ chọn màu 23 ák, m.n tham khảo hình ảnh ạ.👌👌👌👌👌",""
"son lên màu chắc tuỳ sắc tố môi, lên môi mình màu hồng như này, kiểu màu mlbb, chất đánh thích nhưng không có vị ngọt ngọt như các ver khác trong dòng romand. học sinh sinh viên thích màu nhẹ nhàng tự nhiên có thể tham khảo",""
"hiệu ứng làm đẹp:tạo màu lợi ích:mùi thơm chưa thử lên môi nên k biết lên màu đẹp k, mùi son thơm. số đo cơ có gì đó có độ gõ đỏ gì đó có gì",""
"kinh nghiệm sử dụng:dễ thoa và dễ tán hiệu ứng làm đẹp:tạo màu son lên màu đẹp độ bền màu thì m chưa biết thoa lên môi dễ tán và mướt màu son m khá là thiccc",""
"công dụng:son độ bền màu:kh có mùi thơm nhẹ, ai khử thâm, hoặc đã lên màu môi thì nên che phủ để lên màu chuẩn nha cả nhà",""
"bao bì:thiết kế đơn giản kinh nghiệm sử dụng:dễ tán, dễ trôi, độ lì tương đối thấp lợi ích:màu đẹp, hợp nhiều tone da tôi ưng ý với thỏi son này.",""
"độ bền màu:ddepj công dụng:giúp môi đẹp hơn sp đẹ chất lượng, đánh lên rất đẹp, phù hợp với mọi loại da, trang điểm đáng lenw rất đẹp",""
"kinh nghiệm sử dụng:mình là một ng da ngăm, môi tái( trắng bợt), môi thâm viền(kh che khuyết điểm) nên mình đánh chồng nhiều lớp từ 3-4 lớp. tầm vài phút đầu thì ra màu cam hồng đất, sau trên nền môi mình thì nó đổi màu thiên hồng nhiều hơn(ngoài đời nhìn màu đậm hơn trên ảnh xíu nhé). tuỳ sắc tố môi mà màu lên khác nhau nhé mn. cách đánh son mn có thể tham khảo thử cách đánh son bóng của a yeah i’m lio trên ytb. hiệu ứng làm đẹp:bóng môi, làm môi nhìn căng mọng làm đẹp:hợp mọi nền da, kh làm dìm men răng cũng kh tôn men răng",""
"làm đẹp:màu da lợi ích:màu đẹp kinh nghiệm sử dụng:ko ăn nó mới ko trôi màu tint rất đẹp đánh lên môi cái mê liền , đánh 1 lớp son dưới đánh thêm son tint lên nữa nhìn mọng nước cưng lắm . mê màu này lứm luôn",""
"độ bền màu:lâu công dụng:đánh môi son romen màu 23, màu đánh đẹp lâu trôi. hợp vs nhiều tone da, giao hàng nhanh, shop gói hàng kĩ càng không hư hỏng gì. nếu có xiền thì sẽ quay lại ủng hộ. rcm mn mua nha~~",""
"ok lắm nha mùi thơm màu xinh ko phải bàn đáng để mua nhaaaa",""
"công dụng:son dưỡng ẩm độ bền màu:8/10 kco vị ngọt đâu nhá mấy chế=))) thơm trái cây,hnhu là đào,và sau khi khô để lại lớp tint rất xinhh ngay cả da hơi vàng cx đánh đc #25 nhó💗🍉",""
"công dụng:son môi độ bền màu:7/10 màu xinh iu lém nhe, mặt mộc quánh lên sáng da lắm nha, rất dịu keo lun á. chất son mềm, mịn, thơm ngọt như kẹo á, độ bóng rất xịn ko hề sến, nên mua nha. shop ship hàng cực nhanh lun ạ",""
"gói hàng cẩn thận và giao nhanh. mua romand cây thứ 4 rùi, ưng quá chừng. auth nha mấy bà ui, có tem mác rõ ràng. này là màu 23 nucadamia màu mlbb đi học là quá oki luôn heêhhe, 10₫ ko có nhưng",""
"đã nhận được hàng , màu này đẹp nha mọi người ơi , ngoài 23 thì 24 cũng là một trong những lựa chọn của mọi người đóo",""
"lợi ích:quánh zô cái mỏ mẹo:ko nên bặm môi nha hình trên là màu son ở ngoài luôn nhé mình thấy hồng hơn trên hình 1 xí cá nhân mình thấy màu này tint sẽ lì hơn 23 nhá tại tin màu hồng ik mn nên đi kèm thêm chút má hồng để hợp hơn nha ai muốn tự nhiên dễ dùng thì mình recommend màu 23 hơn nhaaaa video trên là mình mix thêm màu 28 nhé",""
"giao hàng nhanh, vỏ son đẹp, cầm chắc tay, màu lên tự nhiên kinh khủng, không bị lộ tí gì luôn, đánh đi học thoải mái, mn nên mua👏👏",""
"packaging:10/10 beauty profile:10/10 hình đầu là k có ckđ nha nên màu lên hơi có nhiều ánh đỏ, ncl son đẹp, mùi son thơm với lại tint đẹp đóng gói 10đ",""
"son đẹp thơm nha màu xinh lên ảnh ở shopee hoei bị cam nhưng bên ngoài rõ màu hồng nude lắm nhe lên môi đẹp nên mua nhe mọi người",""
"công dụng:bôi son độ bền màu:10000000000/10 bám siêu lâu, quá ưng màu mlbb xinh( môi mình nhạt màu nên son lên màu rất đẹp ), hợp để đi học, mùi thơm, đặc biệt son cực kì lâu trôi, lớp tint bám lại màu không bị sến, quá ưng ý 100000000000000/10",""
"độ bền màu:ổn màu 23 đẹp điêng phải mua tận 2 cây là biết ghiền cỡ nào rồi, săn sale trong video diệp lê có 76k omg rẻ vãiiii, giao hàng thì nhanh, nói chung mọi thứ 10đ không có nhưng❤️",""
"công dụng:oánh cho đôi môi bớt thâm nè độ bền màu:bền nếu ko ăn uống j nhiều khỏi phải noái nhiều vì nhỏ này quá nổi rồi. màu tự nhiên vch xinh ơi là xinh luôn, lên môi mình thì khá sát với ảnh mẫu của hãng nhưng chắc cũng tùy tone da mn mà màu sẽ khác ý. mùi thơm lắm kiểu kẹo cao su hoa quả ý. về độ bền thì để nó bình thường ko động gì vào thì sẽ bền, còn ăn uống nhiều thì sure kèo là sẽ bay hết òi",""
"công dụng:son môi độ bền màu:chưa sd mình được bạn bè giới thiệu nên mua thử. màu son đẹp, chất son mịn, có mùi dâu nhẹ nhàng nên mình khá thích. shop giao hàng khá nhanh, đóng gói siêu cẩn thận",""
"4 tấm đầu tui để camera thường của iphone đánh giá luôn á , màu siêu nhẹ nhàng đánh đi hc xinh nhe ko lộ đâu còn tấm cuối là thêm cái mịn da với má hồng thoii lần sau sẽ mua thêm màu 24🫶🏻",""
"tui thích romand v nên nhìn màu nào cx muốn mua :)) màu này lên môi tui có cả nude nude hồng hồng mà cx nhạt dùng đi học ok nha màu trên là 23 á còn ảnh cuối là lớp tint còn lại sau khi lau á",""
"son siêu đẹp, k có gì để chê hết á. chất son mướt, thơm mùi kẹo. đánh lên mượt dã man, đánh hai lớp sẽ lên màu chuẩn nhất nha. màu 19 với màu 25 cực đẹp, hợp với mấy bạn da sáng cooltone nha.",""
"lên môi màu rất đẹp 10 đỉm hết lớp tint để lại màu rất tự nhiên , rất phù hợp đi học , đi chơi , giao nhanh từ sg lên hn khoảng hơn 2 ngày , đóng gói cẩn thận , hàng chính hãng sẽ ủng hộ lần sau",""
"đóng gói cẩn thận, giao hàng nhanh, chụp ảnh đậm hơn so với ở ngoài, màu 63 bên ngoài sáng hơn, qua đánh giá quên chưa bóc hộp màu 39, về bóc ra mới thấy 1 màu khác nha, vỏ thì màu khác mà phấn thì màu khác",""
"mình nhận được đầy đủ sản phẩm rồi. tuy nhiên thì lúc mình mua thấy trang chủ để thấy mua nhiều được tặng thêm vài sản phẩm. sau đó mình vào livestreams hỏi thì nhân viên của xác nhận được tặng nhưng mình không nhận được gì cả ngoài những sản phẩm mình mua. thật ra thì sẵn mình gom đơn mua luôn 1 chỗ để tiện nhận thêm gì đó thôi chứ mình đã tính mua che khuyết điểm và phấn phủ ở nơi khác. haizz",""
"lợi ích:nhanh trôi hiệu ứng làm đẹp:xấu làm đẹp:da màu không giống hình gì hết, màu 39 hồng mà hàng màu cam như màu 41 dị, tệ cực kì tệ, hôm bữa cũng mua cây kẻ mắt review cho cố vào về rất hay chảy mực ở đầu bút, rồi tắc mực nữa. mua của hãng chỉ có 2 món mà không có 1 món nào sài tốt. không bao giờ mua đồ của hãng nữa. trải nghiệm cực kì tệ",""
"huhu ko nên mua nha mng📢📢, phấn bé tí trên ảnh rõ to, mua về rõ bé có xíu xiu phấn thui vs giá 100k thì quá chát, màu lên nhạt toẹt, phải đánh nhìu lần, mng nên mua phấn của csl nhe m mua dùng oke lắm tự nhiên đổi giờ thấy hối hận",""
"màu son tư vấn dễ sử dụng màu j như môi thâm",""
"tại sao cái đáy má hồng lại khác nó như đc dán lên chứ không phải là đáy bạc giống như ở phần đánh giá",""
"công dụng:má hồng độ bền màu:không bền mình dùng 1 thời gian rồi mới qua lại fb. cảm nhận của mình là sp tệ. mẫu mã rất dễ thương nhưng chất lượng k tốt. phấn k bám và dễ trôi; dùng 1 thời gian hộp phấn bị chai hết 1 nửa, k lấy được phấn. hình ảnh mang tính chất nhận xu",""
"độ bền màu:đặt màu 63 shop gửi màu 44 mình đặt màu 63 cao giá hơn , có cả quà tặng nữa mà shop gửi má 44 . trong lúc má 44 rẻ hơn nhiều đơn hàng quốc tế nên giao lâu còn nhầm hàng nữa",""
"bao bì:ổn hiệu ứng làm đẹp:má hồng lợi ích:làm đẹp hơi thất vọng cho em này, mn nên đổi qua hãng khác, phấn khó bám lên cọ, khó lên màu, nói chung là thất vọng",""
"sản phẩm nhỏ hơn so với suy nghĩ của mình, màu không lên miếng nào , chống sốc tốt",""
"mọi người nên cân nhắc khi mua sản phẩm bên shop này nhaa🙄 mình mua cây kẻ mắt nó bị gãy ngòi lem tùm lum, mình có nhắn shop nhưng shop không rep xử lý cho mình, nếu mọi người mua sản phẩm bị lỗi gì là mất tiền như mình thoy chứ shop không xử lý đâu. rất thất vọng 👎👎👎👎👎👎👎👎👎",""
"màu ko hề giống với poster, mình mua 39 nhưng màu lại như 06. nhắn hỏi shop 2 lần nhưng chưa nhận được phản hồi thoả đáng. dịch vụ kém.",""
"mik có mua màu 63 nhưng shop k gửi hàng cx k có phản hồi j, nhắn tin cũng ko trả lời nên sau đó mik đặt lại màu này thật sự phấn đẹp ok màu chuẩn nm do thái độ phục vụ rất tệ nên mik để 1 sao mong shop cải thiện",""
"phấn bị rời rạc khi vừa mở ra mình có 2 lọ nma lọ này lại lỗi sản xuất",""
"phấn thì đẹp nhưng thái độ shop giải quyết cấn đề tệ nhắn còn không thèm rep",""
"tui pass new! 100% new! • má hồng 2g - màu 49 (sl. 1) 🧺 80k / hộp • bảng mắt 4 màu - màu 33 (sl. 1) 🧺 245k / bảng • tạo khối - tông ấm (sl. 2) 🧺 250k / bảng • bảng mắt 7 màu - màu 17 (sl. 1) 🧺 265k / bảng ig tui @suesshoppingaccount nha new! 100% nha nhưng không hộp do tui unboc xong để hộp đâu luôn 🥹🥹 mua cả tháng trời không dùng nên pass ạ",""
"đánh contour màu nhạt quá, không tạo ra được hiệu ứng đổ bóng trên mặt. đánh xong cái mặt vẫn trắng bóc. ai da nằm giữa mức sáng - trung bình sáng (maybelline fit me 125) thì đừng mua, phí tiền. mình đem pass thôi chứ quẹt 6 7 lần cọ vô hàm không lên, mũi thì lên đc chút xíu xiu quá là phí thời gian. highlight lì cũng không lên tốt, dùng quách ckđ dạng kem cho rồi. cái ô này chắc phải dùng sau bước ckđ rãnh cười, bọng mắt thì apply lên thêm, chứ đánh highlight trung tâm khuôn mặt chừng nào mới sáng. riêng có ô nhũ dùng đc. trong clip mình quẹt đen cả cọ, đánh ra tay còn không lên, trong khi tay còn trắng hơn mặt rất nhiều. vậy vấn đề không phải là tone da nữa mà là cái chất phấn khó lên màu. ít khi đánh giá thấp 1 sản phẩm cho đến khi mình thử 3 lần 7 lượt đều không được. sau đợt này chắc không thử tạo khối dạng phấn nữa, cứ dạng kem cho nhanh mà còn lên màu tốt",""
"không hiểu sao mọi người khen ạ, quẹt nhiều lần mới lên được tí màu, k bám phấn trên mặt. điểm sao duy nhất là vỏ đẹp :)",""
"tui mua bảng khối ngày sale 5/5 vì lướt livestream thấy nói được tặng cọ 2 đầu, banner cũng để mua vào khung giờ 0h-2h ngày 5/5 được tặng cọ + bông, đơn tui mua lúc 0h39p. thấy tặng cọ t mới mua xong nhận hàng chỉ có bông ko có cọ 🙂 t nhắn cho shop thì shop đưa ra 2 offer cho lựa: 1 là mua sản phẩm theo shop đề nghị 190k với 340k rồi shop bù cọ vào. 2 là voucher nên t chọn voucher mua thứ khác chứ 2 sản phẩm shop nói t ko dùng. khúc này thấy sốp giải quyết oke nha, dịu nha, định cho 5⭐️ viết cái sớ khen ai dè để mình chờ cả ngày, nhắn lại thì shop nói ko có voucher nào cả bất ngờ chưa bà dà :)))))) thật sự thất vọng với judydoll, thứ quan trọng nhất là uy tín vs thái độ. đây là 1⭐️ đầu tiên của t ở acc này, cho dù sp ko ưng t cũng kbg đánh giá shop nào dưới 3⭐️. viết ra đây để judydoll rút kinh nghiệm cho ngày sale khác để khách hàng sau ko phải ôm bực mình như t. mong nhất cây cọ về đánh khối mà bị lừa mua bực dã man",""
"công dụng:tạo khối face độ bền màu:4 tiếng săn sale nó kêu là được tặng cọ mà chả thấy cây cọ nào mốt ko tặng thì đừng có để trên trang nhé quá thất vọng đi",""
"- mình đã kì vọng vô bảng này nhưng so với giá thì cảm thấy chất phất không hề ăn mà lại nhanh trôi nữa. thấy review thêm cả các chị douyin dùng thì phấn lên sáng mà bắt màu. thề về thất vọng cực kì so với giá tiền không thấy đáng 1 chút nào.",""
"shop giao hàng nhanh chóng, giao đúng mẫu, màu phấn rất nhạt, chỉ có bắt sáng là dùng được thôi, không rõ màu như clip mấy tỷ tỷ dùng. nói chung thất vọng",""
"độ bền màu:k ổn lắm công dụng:đánh khối hộp siêu xinh luôn mua có bảng đánh khối th mà tặng 5 cái mặt nạ , có cái là mình đặt cool tone nên lên khá nhạt gần như k thấy gì ,âm điểm vì chất phấn k mịn vón cục",""
"bao bì:đẹp chắc chắn hiệu ứng làm đẹp:ổn kinh nghiệm sử dụng:bình thường mua xong rồi thì hãng ra bài chinese new year trên trang quốc tế mng né ra nhé đừng dùng đồ hãng vì chưa có phân phối độc quyền tại việt nam, mình mua là ủng hộ việc đồng hóa của trung quốc tới các văn hóa truyền thống đó ạ né ra nhé mng",""
"mua 12/12 shop nói mua hàng trong khung giờ từ 0h-1h sẽ tặng bình nước nhưng ship đến ko có. mình có nhắn với shop 2 lần nhưng shop ko thèm trả lời. cmt trong live các bạn bảo sẽ chụp lại tin nhắn hỗ trợ nhưng đến giờ 19/1 vẫn không thấy 1 lời hồi âm. làm ăn thiếu chuyên nghiệp, uy tín. ko đáng gì nhưng đã hứa tặng thì phải có. hoặc phải có 1 lời giải thích tới khách hàng. nói chung là thất vọng!!",""
